Gender,Membership,Brand,Frequency,Age
Female,No,,,29
Male,No,,,25
Female,No,,,29
Male,No,,,27
Female,No,,,29
Female,No,,,33
Female,No,,,27
Female,No,,,28
Female,No,,,30
Male,No,,,32
Female,No,,,25
Male,No,,,29
Female,No,,,31
Male,No,,,33
Female,No,,,25
Female,No,,,33
Male,No,,,32
Female,No,,,33
Female,No,,,29
Female,No,,,27
Male,No,,,27
Female,No,,,32
Female,No,,,28
Female,No,,,29
Female,No,,,32
Male,No,,,32
Male,No,,,32
Female,No,,,30
Male,No,,,28
Female,No,,,31
Male,No,,,31
Female,No,,,31
Female,No,,,29
Female,No,,,27
Male,No,,,30
Female,No,,,26
Female,No,,,28
Female,No,,,27
Male,No,,,26
Female,No,,,32
Male,No,,,32
Male,No,,,26
Male,No,,,28
Male,No,,,26
Female,No,,,33
Male,No,,,28
Male,No,,,26
Male,No,,,26
Female,No,,,25
Female,No,,,26
Female,No,,,25
Female,No,,,32
Male,No,,,33
Female,No,,,33
Female,No,,,31
Female,No,,,26
Male,No,,,29
Male,No,,,29
Male,No,,,32
Female,No,,,33
Female,No,,,28
Female,No,,,27
Male,No,,,33
Male,No,,,34
Male,No,,,33
Male,No,,,30
Male,No,,,32
Female,No,,,32
Female,No,,,27
Female,No,,,25
Female,No,,,32
Female,No,,,26
Female,No,,,29
Female,No,,,31
Female,No,,,31
Female,No,,,25
Female,No,,,30
Female,No,,,34
Male,No,,,28
Female,No,,,28
Male,No,,,28
Female,No,,,31
Male,No,,,31
Female,No,,,30
Female,No,,,34
Female,No,,,30
Male,No,,,26
Female,No,,,31
Female,No,,,32
Female,No,,,28
Female,No,,,27
Male,No,,,31
Female,No,,,30
Female,No,,,27
Female,No,,,33
Female,No,,,29
Male,No,,,32
Male,No,,,27
Female,No,,,28
Male,No,,,27
Female,No,,,30
Male,No,,,26
Female,No,,,30
Female,No,,,32
Female,No,,,28
Female,No,,,32
Female,No,,,31
Female,No,,,34
Female,No,,,26
Female,No,,,32
Female,No,,,31
Female,No,,,26
Female,No,,,33
Male,No,,,26
Male,No,,,27
Female,No,,,27
Female,No,,,32
Female,No,,,26
Female,No,,,31
Male,No,,,33
Female,No,,,33
Male,No,,,32
Female,No,,,33
Female,No,,,30
Female,No,,,28
Male,No,,,26
Male,No,,,27
Female,No,,,32
Male,No,,,33
Female,No,,,26
Female,No,,,29
Female,No,,,32
Male,No,,,31
Female,No,,,25
Female,No,,,32
Female,No,,,26
Female,No,,,30
Female,No,,,31
Female,No,,,33
Male,No,,,26
Female,No,,,30
Male,No,,,31
Female,No,,,26
Female,No,,,27
Male,No,,,31
Female,No,,,27
Male,No,,,30
Female,No,,,30
Male,No,,,32
Male,No,,,28
Male,No,,,32
Female,No,,,29
Male,No,,,26
Female,No,,,34
Female,No,,,29
Female,No,,,27
Female,No,,,28
Male,No,,,32
Male,No,,,27
Female,No,,,26
Female,No,,,26
Male,No,,,27
Female,No,,,33
Male,No,,,28
Female,No,,,30
Female,No,,,28
Female,No,,,31
Female,No,,,32
Female,No,,,28
Male,No,,,25
Male,No,,,32
Female,No,,,33
Male,No,,,28
Male,No,,,31
Female,No,,,30
Female,No,,,26
Female,No,,,34
Female,No,,,31
Male,No,,,33
Female,No,,,31
Female,No,,,31
Male,No,,,34
Female,No,,,33
Female,No,,,32
Female,No,,,28
Female,No,,,25
Female,No,,,34
Female,No,,,32
Female,No,,,29
Male,No,,,28
Male,No,,,27
Male,No,,,26
Male,No,,,28
Female,No,,,33
Female,No,,,28
Female,No,,,30
Female,No,,,26
Female,No,,,29
Female,No,,,32
Female,No,,,29
Female,No,,,33
Female,No,,,32
Male,No,,,34
Female,No,,,31
Male,No,,,25
Female,No,,,28
Male,No,,,29
Female,No,,,29
Male,No,,,34
Female,No,,,31
Female,No,,,28
Female,No,,,26
Female,No,,,33
Female,No,,,26
Male,No,,,33
Female,No,,,27
Female,No,,,30
Female,No,,,34
Male,No,,,28
Female,No,,,32
Male,No,,,33
Female,No,,,31
Male,No,,,31
Male,No,,,34
Male,No,,,32
Male,No,,,33
Male,No,,,31
Female,No,,,27
Male,No,,,25
Female,No,,,28
Female,No,,,29
Male,No,,,33
Female,No,,,29
Male,No,,,25
Female,No,,,29
Female,No,,,28
Female,No,,,25
Female,No,,,26
Female,No,,,31
Female,No,,,33
Female,No,,,31
Female,No,,,32
Male,No,,,33
Male,No,,,26
Male,No,,,30
Male,No,,,29
Female,No,,,26
Female,No,,,34
Female,No,,,28
Male,No,,,32
Female,No,,,26
Female,No,,,27
Female,No,,,25
Female,No,,,29
Male,No,,,32
Male,No,,,33
Male,No,,,30
Female,No,,,28
Female,No,,,26
Female,No,,,34
Male,No,,,28
Male,No,,,28
Male,No,,,29
Male,No,,,31
Male,No,,,29
Female,No,,,31
Female,No,,,32
Female,No,,,28
Female,No,,,30
Male,No,,,26
Female,No,,,33
Female,No,,,29
Female,No,,,31
Male,No,,,30
Male,No,,,27
Male,No,,,33
Male,No,,,31
Female,No,,,28
Female,No,,,29
Female,No,,,27
Female,No,,,32
Female,No,,,25
Male,No,,,32
Female,No,,,29
Male,No,,,29
Female,No,,,28
Male,No,,,30
Female,No,,,33
Female,No,,,34
Female,No,,,30
Male,No,,,33
Female,No,,,33
Female,No,,,32
Female,No,,,28
Male,No,,,28
Male,No,,,32
Male,No,,,32
Female,No,,,29
Female,No,,,30
Male,No,,,33
Female,No,,,29
Male,No,,,31
Female,No,,,32
Female,No,,,32
Male,No,,,30
Male,No,,,25
Female,No,,,31
Female,No,,,25
Male,No,,,31
Male,No,,,30
Male,No,,,28
Female,No,,,32
Female,No,,,33
Female,No,,,26
Female,No,,,31
Male,No,,,31
Male,No,,,30
Male,No,,,25
Male,No,,,30
Female,No,,,32
Male,No,,,33
Female,No,,,32
Female,No,,,28
Female,No,,,27
Female,No,,,28
Male,No,,,31
Male,No,,,32
Male,No,,,32
Female,No,,,30
Female,No,,,30
Female,No,,,32
Male,No,,,29
Female,No,,,29
Female,No,,,30
Male,No,,,31
Female,No,,,31
Male,No,,,26
Male,No,,,32
Female,No,,,32
Male,No,,,31
Male,No,,,29
Female,No,,,32
Female,No,,,31
Female,No,,,25
Female,No,,,32
Male,No,,,28
Female,No,,,28
Female,No,,,28
Female,No,,,27
Male,No,,,25
Male,No,,,29
Male,No,,,31
Male,No,,,26
Female,No,,,30
Male,No,,,28
Male,No,,,31
Female,No,,,33
Female,No,,,27
Male,No,,,30
Female,No,,,26
Female,No,,,34
Male,No,,,28
Female,No,,,31
Female,No,,,32
Female,No,,,32
Male,No,,,31
Female,No,,,33
Female,No,,,28
Female,No,,,27
Female,No,,,30
Female,No,,,29
Male,No,,,33
Female,No,,,30
Female,No,,,29
Female,No,,,29
Female,No,,,29
Male,No,,,31
Female,No,,,31
Male,No,,,32
Female,No,,,31
Female,No,,,28
Female,No,,,31
Female,No,,,25
Female,No,,,33
Female,No,,,31
Male,No,,,32
Male,No,,,30
Female,No,,,28
Male,No,,,29
Male,No,,,31
Female,No,,,27
Female,No,,,27
Female,No,,,28
Female,No,,,33
Male,No,,,34
Female,No,,,34
Male,No,,,31
Male,No,,,33
Female,No,,,29
Female,No,,,27
Male,No,,,32
Female,No,,,30
Male,No,,,33
Female,No,,,28
Male,No,,,25
Male,No,,,29
Male,No,,,29
Female,No,,,25
Female,No,,,30
Female,No,,,26
Male,No,,,30
Male,No,,,26
Male,No,,,32
Male,No,,,26
Male,No,,,31
Female,No,,,33
Female,No,,,33
Female,No,,,31
Female,No,,,31
Female,No,,,34
Male,No,,,27
Female,No,,,32
Female,No,,,31
Female,No,,,25
Male,No,,,28
Female,No,,,32
Female,No,,,33
Female,No,,,25
Female,No,,,31
Male,No,,,26
Male,No,,,33
Female,No,,,34
Male,No,,,34
Female,No,,,30
Male,No,,,33
Female,No,,,32
Female,No,,,32
Female,No,,,33
Female,No,,,33
Male,No,,,28
Male,No,,,25
Male,No,,,30
Female,No,,,25
Male,No,,,26
Male,No,,,29
Female,No,,,34
Male,No,,,30
Female,No,,,25
Male,No,,,32
Female,No,,,31
Male,No,,,32
Female,No,,,33
Female,No,,,28
Female,No,,,30
Female,No,,,28
Female,No,,,31
Female,No,,,32
Male,No,,,26
Male,No,,,34
Male,No,,,33
Male,No,,,32
Male,No,,,25
Male,No,,,30
Female,No,,,29
Male,No,,,31
Female,No,,,27
Male,No,,,28
Male,No,,,28
Male,No,,,30
Male,No,,,30
Male,No,,,26
Female,No,,,29
Female,No,,,28
Male,No,,,29
Male,No,,,30
Female,No,,,30
Male,No,,,28
Female,No,,,33
Female,No,,,28
Female,No,,,33
Female,No,,,28
Male,No,,,31
Female,No,,,31
Female,No,,,34
Female,No,,,33
Female,No,,,32
Male,No,,,28
Female,No,,,27
Female,No,,,27
Female,No,,,30
Female,No,,,30
Male,No,,,34
Female,No,,,30
Male,No,,,29
Female,No,,,33
Female,No,,,33
Female,No,,,30
Male,No,,,28
Male,No,,,32
Female,No,,,29
Female,No,,,32
Female,No,,,30
Male,No,,,30
Male,No,,,28
Male,No,,,33
Female,No,,,32
Female,No,,,31
Female,No,,,28
Male,No,,,27
Female,No,,,31
Female,No,,,30
Male,No,,,32
Male,No,,,28
Male,No,,,26
Female,No,,,30
Male,No,,,30
Male,No,,,32
Male,No,,,29
Female,No,,,27
Male,No,,,34
Male,No,,,33
Female,No,,,28
Female,No,,,31
Female,No,,,25
Male,No,,,29
Female,No,,,30
Male,No,,,28
Male,No,,,29
Female,No,,,27
Female,No,,,31
Male,No,,,27
Female,No,,,28
Male,No,,,26
Female,No,,,26
Male,No,,,31
Female,No,,,33
Female,No,,,29
Male,No,,,29
Male,No,,,30
Male,No,,,30
Male,No,,,29
Male,No,,,33
Male,No,,,30
Male,No,,,34
Female,No,,,26
Male,No,,,26
Female,No,,,31
Female,No,,,31
Male,No,,,29
Male,No,,,34
Male,No,,,32
Female,No,,,31
Female,No,,,25
Female,No,,,27
Male,No,,,31
Male,No,,,28
Female,No,,,26
Male,No,,,27
Female,No,,,27
Female,No,,,31
Female,No,,,25
Female,No,,,26
Female,No,,,27
Male,No,,,29
Female,No,,,28
Female,No,,,28
Male,No,,,29
Male,No,,,34
Male,No,,,33
Male,No,,,31
Female,No,,,28
Female,No,,,33
Female,No,,,33
Male,No,,,29
Female,No,,,34
Male,No,,,30
Male,No,,,31
Male,No,,,26
Female,No,,,30
Female,No,,,33
Female,No,,,33
Male,No,,,32
Male,No,,,25
Male,No,,,30
Female,No,,,28
Female,No,,,32
Female,No,,,29
Male,No,,,34
Female,No,,,29
Female,No,,,26
Male,No,,,33
Female,No,,,33
Female,No,,,29
Female,No,,,30
Female,No,,,33
Female,No,,,30
Female,No,,,29
Male,No,,,34
Female,No,,,33
Female,No,,,26
Female,No,,,29
Female,No,,,32
Male,No,,,28
Female,No,,,30
Male,No,,,34
Female,No,,,34
Male,No,,,30
Male,No,,,32
Female,No,,,33
Female,No,,,28
Male,No,,,33
Male,No,,,31
Male,No,,,29
Male,No,,,33
Female,No,,,31
Female,No,,,25
Female,No,,,32
Male,No,,,25
Male,No,,,26
Male,No,,,26
Male,No,,,31
Male,No,,,34
Female,No,,,27
Female,No,,,28
Male,No,,,29
Male,No,,,33
Male,No,,,32
Female,No,,,28
Female,No,,,26
Male,No,,,34
Female,No,,,27
Female,No,,,33
Male,No,,,26
Female,No,,,32
Female,No,,,34
Male,No,,,26
Male,No,,,31
Female,No,,,33
Female,No,,,31
Female,No,,,32
Female,No,,,25
Male,No,,,31
Female,No,,,27
Female,No,,,33
Male,No,,,29
Female,No,,,27
Female,No,,,26
Male,No,,,28
Female,No,,,31
Male,No,,,26
Male,No,,,32
Female,No,,,31
Male,No,,,28
Female,No,,,28
Male,No,,,26
Male,No,,,33
Female,No,,,26
Male,No,,,29
Female,No,,,34
Female,No,,,30
Female,No,,,29
Male,No,,,32
Female,No,,,27
Female,No,,,28
Female,No,,,32
Female,No,,,26
Female,No,,,32
Female,No,,,34
Female,No,,,33
Female,No,,,30
Female,No,,,26
Male,No,,,29
Male,No,,,31
Male,No,,,32
Female,No,,,26
Female,No,,,33
Female,No,,,28
Female,No,,,33
Male,No,,,32
Female,No,,,32
Female,No,,,30
Male,No,,,26
Female,No,,,27
Male,No,,,29
Female,No,,,33
Female,No,,,31
Male,No,,,30
Male,No,,,32
Female,No,,,30
Female,No,,,30
Male,No,,,30
Female,No,,,30
Female,No,,,30
Male,No,,,25
Male,No,,,25
Male,No,,,33
Female,No,,,33
Male,No,,,30
Female,No,,,34
Female,No,,,28
Male,No,,,26
Female,No,,,28
Female,No,,,33
Female,No,,,33
Female,No,,,26
Female,No,,,31
Male,No,,,31
Female,No,,,26
Female,No,,,34
Female,No,,,28
Female,No,,,29
Female,No,,,31
Female,No,,,26
Male,No,,,28
Female,No,,,29
Female,No,,,30
Male,No,,,29
Male,No,,,31
Male,No,,,33
Female,No,,,33
Male,No,,,31
Male,No,,,29
Female,No,,,26
Male,No,,,25
Female,No,,,26
Male,No,,,27
Male,No,,,31
Male,No,,,27
Male,No,,,32
Male,No,,,25
Male,No,,,28
Female,No,,,29
Female,No,,,27
Female,No,,,34
Male,No,,,30
Female,No,,,27
Female,No,,,29
Female,No,,,28
Male,No,,,31
Female,No,,,27
Female,No,,,33
Male,No,,,28
Female,No,,,26
Female,No,,,33
Male,No,,,28
Female,No,,,33
Male,No,,,33
Female,No,,,30
Female,No,,,32
Male,No,,,29
Female,No,,,31
Female,No,,,32
Male,No,,,25
Male,No,,,32
Female,No,,,30
Female,No,,,28
Female,No,,,28
Male,No,,,27
Male,No,,,30
Female,No,,,30
Female,No,,,27
Female,No,,,28
Female,No,,,30
Male,No,,,29
Female,No,,,32
Male,No,,,25
Male,No,,,32
Female,No,,,27
Female,No,,,28
Female,No,,,30
Male,No,,,28
Female,No,,,33
Male,No,,,29
Female,No,,,28
Male,No,,,30
Female,No,,,29
Male,No,,,28
Male,No,,,31
Male,No,,,31
Female,No,,,28
Male,No,,,32
Female,No,,,31
Female,No,,,30
Female,No,,,27
Female,No,,,31
Male,No,,,32
Male,No,,,32
Male,No,,,31
Male,No,,,34
Male,No,,,30
Female,No,,,30
Female,No,,,30
Female,No,,,30
Female,No,,,27
Male,No,,,30
Male,No,,,27
Female,No,,,28
Female,No,,,26
Male,No,,,29
Female,No,,,26
Female,No,,,30
Female,No,,,30
Female,No,,,33
Male,No,,,27
Male,No,,,25
Female,No,,,30
Female,No,,,34
Female,No,,,30
Male,No,,,27
Female,No,,,30
Female,No,,,30
Female,No,,,27
Male,No,,,27
Female,No,,,33
Male,No,,,34
Male,No,,,29
Female,No,,,32
Female,No,,,28
Female,No,,,33
Male,No,,,30
Male,No,,,29
Male,No,,,28
Male,No,,,32
Male,No,,,32
Female,No,,,25
Female,No,,,25
Female,No,,,33
Female,No,,,29
Male,No,,,29
Male,No,,,31
Male,No,,,30
Female,No,,,25
Male,No,,,29
Female,No,,,27
Female,No,,,34
Female,No,,,26
Male,No,,,30
Female,No,,,27
Female,No,,,34
Female,No,,,31
Female,No,,,27
Female,No,,,26
Female,No,,,26
Female,No,,,34
Female,No,,,26
Female,No,,,40
Female,No,,,41
Male,No,,,40
Female,No,,,39
Male,No,,,38
Female,No,,,36
Female,No,,,36
Male,No,,,36
Female,No,,,41
Male,No,,,36
Female,No,,,44
Male,No,,,36
Female,No,,,43
Male,No,,,39
Female,No,,,43
Female,No,,,40
Female,No,,,39
Female,No,,,43
Male,No,,,39
Male,No,,,37
Female,No,,,35
Female,No,,,36
Female,No,,,39
Female,No,,,37
Female,No,,,44
Female,No,,,43
Female,No,,,43
Male,No,,,37
Female,No,,,40
Male,No,,,44
Female,No,,,41
Female,No,,,36
Female,No,,,39
Female,No,,,39
Male,No,,,43
Female,No,,,44
Female,No,,,38
Male,No,,,43
Male,No,,,42
Male,No,,,44
Female,No,,,43
Female,No,,,35
Male,No,,,44
Female,No,,,40
Male,No,,,41
Female,No,,,43
Male,No,,,41
Male,No,,,35
Female,No,,,38
Female,No,,,37
Female,No,,,43
Female,No,,,42
Female,No,,,43
Female,No,,,43
Female,No,,,43
Female,No,,,40
Female,No,,,40
Female,No,,,42
Female,No,,,39
Female,No,,,41
Male,No,,,39
Female,No,,,40
Female,No,,,37
Female,No,,,42
Female,No,,,39
Male,No,,,42
Female,No,,,35
Female,No,,,36
Female,No,,,37
Male,No,,,36
Female,No,,,37
Male,No,,,37
Female,No,,,42
Female,No,,,37
Male,No,,,36
Male,No,,,38
Female,No,,,41
Male,No,,,36
Female,No,,,39
Female,No,,,44
Male,No,,,44
Female,No,,,40
Female,No,,,41
Female,No,,,36
Male,No,,,36
Female,No,,,39
Male,No,,,37
Male,No,,,39
Female,No,,,40
Female,No,,,38
Male,No,,,39
Male,No,,,37
Male,No,,,36
Female,No,,,36
Female,No,,,43
Male,No,,,36
Female,No,,,42
Female,No,,,39
Male,No,,,36
Female,No,,,40
Male,No,,,37
Male,No,,,42
Male,No,,,41
Male,No,,,35
Male,No,,,40
Male,No,,,39
Female,No,,,37
Male,No,,,44
Female,No,,,37
Female,No,,,39
Male,No,,,40
Female,No,,,41
Female,No,,,41
Male,No,,,37
Male,No,,,42
Male,No,,,40
Female,No,,,38
Female,No,,,39
Female,No,,,42
Male,No,,,42
Female,No,,,39
Female,No,,,36
Male,No,,,43
Female,No,,,39
Female,No,,,36
Female,No,,,37
Male,No,,,37
Female,No,,,43
Female,No,,,35
Female,No,,,40
Female,No,,,39
Female,No,,,39
Female,No,,,38
Male,No,,,41
Female,No,,,38
Female,No,,,38
Female,No,,,41
Male,No,,,38
Female,No,,,44
Female,No,,,42
Male,No,,,43
Female,No,,,38
Female,No,,,36
Male,No,,,41
Female,No,,,42
Male,No,,,43
Female,No,,,36
Female,No,,,38
Female,No,,,35
Female,No,,,36
Female,No,,,40
Female,No,,,41
Female,No,,,37
Male,No,,,42
Female,No,,,38
Male,No,,,38
Female,No,,,38
Male,No,,,42
Female,No,,,37
Female,No,,,40
Male,No,,,35
Male,No,,,40
Female,No,,,43
Female,No,,,35
Female,No,,,36
Female,No,,,41
Female,No,,,39
Female,No,,,40
Female,No,,,37
Male,No,,,43
Female,No,,,41
Female,No,,,42
Female,No,,,37
Male,No,,,38
Female,No,,,44
Female,No,,,36
Female,No,,,44
Female,No,,,37
Male,No,,,38
Female,No,,,42
Female,No,,,40
Female,No,,,42
Female,No,,,43
Male,No,,,40
Male,No,,,41
Male,No,,,42
Male,No,,,36
Female,No,,,40
Female,No,,,37
Female,No,,,36
Female,No,,,40
Male,No,,,39
Male,No,,,42
Female,No,,,39
Male,No,,,40
Female,No,,,41
Male,No,,,35
Female,No,,,37
Female,No,,,39
Female,No,,,39
Female,No,,,43
Female,No,,,43
Male,No,,,41
Female,No,,,41
Female,No,,,42
Male,No,,,43
Male,No,,,39
Female,No,,,41
Male,No,,,38
Male,No,,,37
Male,No,,,36
Male,No,,,43
Male,No,,,44
Female,No,,,43
Female,No,,,38
Male,No,,,35
Male,No,,,38
Female,No,,,44
Female,No,,,40
Female,No,,,43
Female,No,,,39
Male,No,,,35
Female,No,,,35
Male,No,,,40
Female,No,,,37
Female,No,,,42
Female,No,,,42
Female,No,,,36
Female,No,,,44
Female,No,,,39
Female,No,,,40
Female,No,,,35
Male,No,,,37
Male,No,,,41
Female,No,,,37
Female,No,,,37
Female,No,,,42
Female,No,,,41
Male,No,,,44
Male,No,,,41
Male,No,,,35
Male,No,,,43
Male,No,,,42
Female,No,,,36
Female,No,,,40
Male,No,,,40
Female,No,,,41
Female,No,,,36
Male,No,,,36
Female,No,,,40
Female,No,,,36
Female,No,,,43
Male,No,,,39
Male,No,,,44
Female,No,,,36
Female,No,,,44
Female,No,,,43
Male,No,,,38
Male,No,,,38
Male,No,,,37
Female,No,,,35
Female,No,,,37
Female,No,,,43
Female,No,,,38
Male,No,,,37
Male,No,,,44
Female,No,,,36
Male,No,,,44
Female,No,,,38
Male,No,,,42
Female,No,,,39
Male,No,,,39
Female,No,,,35
Male,No,,,37
Female,No,,,43
Male,No,,,36
Female,No,,,42
Female,No,,,43
Female,No,,,41
Male,No,,,37
Female,No,,,43
Female,No,,,42
Female,No,,,41
Female,No,,,43
Female,No,,,44
Male,No,,,43
Male,No,,,40
Female,No,,,40
Female,No,,,35
Female,No,,,36
Male,No,,,41
Female,No,,,39
Female,No,,,41
Female,No,,,37
Female,No,,,40
Female,No,,,38
Female,No,,,38
Male,No,,,38
Male,No,,,36
Female,No,,,37
Female,No,,,36
Female,No,,,41
Male,No,,,38
Female,No,,,37
Female,No,,,43
Female,No,,,42
Female,No,,,36
Male,No,,,40
Male,No,,,37
Male,No,,,40
Male,No,,,41
Male,No,,,41
Female,No,,,40
Female,No,,,37
Female,No,,,36
Female,No,,,44
Male,No,,,38
Female,No,,,43
Male,No,,,38
Female,No,,,38
Female,No,,,43
Female,No,,,43
Male,No,,,38
Male,No,,,39
Female,No,,,35
Female,No,,,39
Male,No,,,43
Female,No,,,37
Female,No,,,44
Female,No,,,42
Female,No,,,39
Female,No,,,43
Male,No,,,40
Female,No,,,40
Female,No,,,36
Male,No,,,36
Male,No,,,36
Male,No,,,41
Female,No,,,42
Male,No,,,36
Male,No,,,40
Male,No,,,38
Male,No,,,39
Male,No,,,36
Female,No,,,41
Female,No,,,44
Female,No,,,36
Male,No,,,41
Male,No,,,40
Female,No,,,41
Female,No,,,36
Female,No,,,37
Female,No,,,35
Female,No,,,37
Female,No,,,41
Male,No,,,36
Female,No,,,41
Male,No,,,38
Male,No,,,43
Female,No,,,43
Male,No,,,41
Male,No,,,39
Male,No,,,35
Female,No,,,43
Female,No,,,38
Male,No,,,43
Female,No,,,41
Male,No,,,42
Male,No,,,37
Female,No,,,39
Male,No,,,36
Female,No,,,35
Male,No,,,43
Male,No,,,41
Female,No,,,41
Female,No,,,39
Female,No,,,43
Male,No,,,36
Male,No,,,42
Male,No,,,39
Male,No,,,41
Female,No,,,44
Male,No,,,44
Female,No,,,37
Male,No,,,40
Female,No,,,38
Male,No,,,42
Female,No,,,41
Male,No,,,40
Male,No,,,43
Female,No,,,39
Male,No,,,44
Male,No,,,35
Male,No,,,42
Male,No,,,42
Male,No,,,40
Female,No,,,41
Female,No,,,37
Female,No,,,38
Male,No,,,43
Female,No,,,41
Male,No,,,41
Female,No,,,43
Male,No,,,37
Female,No,,,36
Male,No,,,43
Female,No,,,39
Female,No,,,42
Female,No,,,39
Female,No,,,40
Male,No,,,41
Male,No,,,39
Female,No,,,37
Female,No,,,41
Female,No,,,36
Male,No,,,37
Female,No,,,42
Male,No,,,41
Female,No,,,38
Female,No,,,40
Male,No,,,39
Male,No,,,36
Male,No,,,37
Female,No,,,35
Female,No,,,40
Male,No,,,38
Female,No,,,41
Male,No,,,39
Male,No,,,41
Male,No,,,44
Female,No,,,36
Female,No,,,42
Male,No,,,37
Male,No,,,36
Female,No,,,35
Male,No,,,41
Male,No,,,41
Female,No,,,37
Female,No,,,38
Female,No,,,40
Male,No,,,39
Female,No,,,39
Male,No,,,42
Female,No,,,35
Female,No,,,38
Female,No,,,39
Male,No,,,40
Female,No,,,42
Female,No,,,37
Female,No,,,36
Male,No,,,40
Male,No,,,36
Male,No,,,42
Female,No,,,36
Female,No,,,43
Female,No,,,43
Female,No,,,37
Female,No,,,43
Male,No,,,36
Male,No,,,39
Female,No,,,44
Male,No,,,40
Male,No,,,38
Female,No,,,40
Female,No,,,39
Male,No,,,43
Male,No,,,42
Female,No,,,38
Female,No,,,42
Male,No,,,43
Male,No,,,39
Female,No,,,38
Male,No,,,40
Female,No,,,39
Female,No,,,37
Male,No,,,36
Male,No,,,38
Female,No,,,38
Male,No,,,40
Male,No,,,39
Female,No,,,43
Female,No,,,39
Female,No,,,40
Female,No,,,42
Male,No,,,43
Female,No,,,40
Female,No,,,38
Male,No,,,40
Female,No,,,37
Female,No,,,37
Male,No,,,36
Female,No,,,41
Female,No,,,42
Male,No,,,40
Male,No,,,39
Female,No,,,43
Female,No,,,41
Male,No,,,36
Female,No,,,35
Female,No,,,39
Female,No,,,36
Male,No,,,41
Female,No,,,37
Female,No,,,38
Male,No,,,41
Female,No,,,36
Male,No,,,41
Male,No,,,39
Female,No,,,38
Male,No,,,36
Female,No,,,38
Male,No,,,36
Female,No,,,41
Male,No,,,38
Male,No,,,36
Female,No,,,38
Male,No,,,38
Female,No,,,36
Female,No,,,43
Male,No,,,39
Male,No,,,38
Female,No,,,39
Female,No,,,43
Female,No,,,43
Male,No,,,41
Female,No,,,43
Female,No,,,41
Male,No,,,42
Male,No,,,36
Male,No,,,41
Male,No,,,40
Female,No,,,42
Male,No,,,41
Male,No,,,43
Female,No,,,38
Female,No,,,38
Female,No,,,42
Female,No,,,41
Female,No,,,38
Male,No,,,42
Female,No,,,37
Female,No,,,36
Male,No,,,38
Female,No,,,42
Female,No,,,43
Female,No,,,37
Female,No,,,42
Male,No,,,36
Male,No,,,41
Female,No,,,37
Male,No,,,35
Female,No,,,40
Female,No,,,44
Female,No,,,41
Male,No,,,41
Female,No,,,36
Female,No,,,43
Female,No,,,40
Male,No,,,40
Female,No,,,39
Female,No,,,44
Female,No,,,40
Female,No,,,38
Male,No,,,44
Male,No,,,41
Female,No,,,39
Male,No,,,38
Male,No,,,37
Male,No,,,36
Female,No,,,38
Female,No,,,39
Male,No,,,43
Female,No,,,35
Female,No,,,38
Male,No,,,41
Male,No,,,40
Female,No,,,41
Male,No,,,41
Male,No,,,41
Female,No,,,39
Female,No,,,42
Female,No,,,35
Female,No,,,36
Male,No,,,40
Female,No,,,39
Male,No,,,42
Female,No,,,36
Female,No,,,38
Male,No,,,43
Male,No,,,35
Female,No,,,42
Male,No,,,41
Female,No,,,37
Male,No,,,41
Male,No,,,42
Female,No,,,39
Female,No,,,41
Female,No,,,38
Male,No,,,38
Male,No,,,38
Female,No,,,43
Female,No,,,41
Female,No,,,44
Male,No,,,42
Female,No,,,37
Female,No,,,38
Male,No,,,44
Male,No,,,43
Female,No,,,39
Male,No,,,35
Female,No,,,40
Male,No,,,39
Female,No,,,44
Female,No,,,39
Male,No,,,39
Female,No,,,43
Male,No,,,44
Female,No,,,36
Female,No,,,43
Female,No,,,36
Male,No,,,39
Female,No,,,42
Female,No,,,44
Female,No,,,44
Male,No,,,43
Female,No,,,36
Male,No,,,38
Male,No,,,40
Male,No,,,42
Female,No,,,43
Male,No,,,40
Female,No,,,42
Female,No,,,39
Female,No,,,40
Male,No,,,38
Female,No,,,41
Male,No,,,42
Male,No,,,36
Male,No,,,43
Female,No,,,39
Female,No,,,38
Female,No,,,43
Female,No,,,37
Female,No,,,43
Male,No,,,43
Male,No,,,40
Male,No,,,42
Female,No,,,38
Female,No,,,43
Female,No,,,41
Female,No,,,44
Male,No,,,39
Female,No,,,36
Male,No,,,39
Female,No,,,37
Female,No,,,42
Female,No,,,37
Male,No,,,38
Female,No,,,42
Male,No,,,39
Male,No,,,42
Female,No,,,36
Female,No,,,40
Female,No,,,41
Female,No,,,36
Male,No,,,42
Female,No,,,36
Female,No,,,36
Male,No,,,43
Male,No,,,38
Female,No,,,43
Male,No,,,39
Male,No,,,44
Female,No,,,44
Male,No,,,36
Male,No,,,41
Male,No,,,39
Female,No,,,42
Female,No,,,41
Female,No,,,43
Female,No,,,37
Male,No,,,39
Female,No,,,44
Male,No,,,40
Male,No,,,42
Male,No,,,41
Female,No,,,42
Male,No,,,37
Male,No,,,41
Male,No,,,37
Female,No,,,44
Male,No,,,38
Male,No,,,36
Female,No,,,41
Female,No,,,36
Male,No,,,37
Male,No,,,35
Male,No,,,42
Female,No,,,43
Male,No,,,43
Female,No,,,42
Female,No,,,37
Male,No,,,36
Female,No,,,41
Male,No,,,40
Female,No,,,39
Female,No,,,39
Female,No,,,38
